Timestamp,Where do you currently reside? (Select one),What is your age group? (Select one),What is your current employment status? (Select one),  What is your primary source of income?  ,What is your monthly income range (in KES)? (Select one),Do you currently have access to financial advisory services? (Select one),How would you rate your financial literacy? (Linear scale: 1-5),What are your primary financial goals? (Select all that apply),What challenges do you face in achieving your financial goals? (Select all that apply),How often do you seek financial advice? (Select one),Which financial advisory services have you used before?  ,Would you consider using an AI-powered chatbot for financial advice? (Select one),Which chatbot features would be most useful to you? (Select all that apply),What would make you trust an AI-powered financial advisory chatbot? (Select all that apply),How comfortable are you with using digital platforms for financial planning? (Select one),What concerns would you have about using a financial chatbot?  ,What additional features or support would you like from a financial advisory chatbot? (Open-ended question),Any other comments or suggestions? (Open-ended question)
2/25/2025 18:44,Nairobi,41-60 years,Employed (Full-time),Salary/Wages,Prefer not to say,No,4,Investment opportunities,"Limited access to financial advisors, High cost of advisory services",Rarely (Only when needed),"Mobile Money Services (e.g., M-Pesa), Family/Friends/Informal Groups",Yes,Personalized investment advice,Accurate and reliable financial advice,Very comfortable,Data privacy and security,Evidence based recommendations ,None
2/25/2025 18:44,Nairobi,41-60 years,Employed (Full-time),Business/Entrepreneurship,"50,001-100,000",Yes,3,Investment opportunities,Limited access to financial advisors,Frequently (Weekly or Monthly),Banks/Financial Institutions,Yes,Personalized investment advice,"Strong data privacy and security policies, Accurate and reliable financial advice",Very comfortable,Data privacy and security,Assurance of safety of my finances,Thanks 
2/25/2025 15:15,Nairobi,25-40 years,Self-Employed,Family Support,"20,000-50,000",No,1,Investment opportunities,Limited access to financial advisors,Rarely (Only when needed),Family/Friends/Informal Groups,Yes,"Personalized investment advice, Budgeting and expense tracking, Integration with my existing financial accounts",Availability of expert human support if needed,Very comfortable,Accuracy of information,Voice feature,Not satisfied
2/27/2025 14:33,Vihiga ,25-40 years,Self-Employed,Salary/Wages,Prefer not to say,No,4,"Buying a home, Retirement planning, Investment opportunities",Lack of trust in financial advisors,Rarely (Only when needed),"Mobile Money Services (e.g., M-Pesa), Family/Friends/Informal Groups",Yes,Real-time financial tips,Strong data privacy and security policies,Somewhat Comfortable,Trust in automated financial advice,Data protection policy ,None
2/27/2025 23:38,Nairobi,25-40 years,Employed (Full-time),Salary/Wages,"20,000-50,000",No,3,Investment opportunities,Limited access to financial advisors,Rarely (Only when needed),"Banks/Financial Institutions, Family/Friends/Informal Groups",Yes,"Personalized investment advice, Budgeting and expense tracking, Real-time financial tips, Multilingual support, Integration with my existing financial accounts","Strong data privacy and security policies, Easy-to-use and intuitive interface, Availability of expert human support if needed",Very comfortable,Data privacy and security,How to spend money ,No
2/27/2025 18:20,Mumias,25-40 years,Self-Employed,Salary/Wages,"20,000-50,000",No,3,Investment opportunities,Limited access to financial advisors,Rarely (Only when needed),"Insurance Companies, Mobile Money Services (e.g., M-Pesa)",Yes,"Personalized investment advice, Budgeting and expense tracking, Real-time financial tips","Strong data privacy and security policies, Accurate and reliable financial advice, Easy-to-use and intuitive interface, Availability of expert human support if needed",Very comfortable,Data privacy and security,Evidence based recommendations ,Data privacy and AI hallucinations should be of key priority.
2/25/2025 23:28,Nairobi,25-40 years,Unemployed,Salary/Wages,"100,001 and above",No,3,Investment opportunities,"Limited access to financial advisors, High cost of advisory services",Rarely (Only when needed),"Mobile Money Services (e.g., M-Pesa), Family/Friends/Informal Groups",Yes,Budgeting and expense tracking,Strong data privacy and security policies,Very comfortable,"Accuracy of information, Data privacy and security",Integration with different operating systems,More investment plans 
3/2/2025 18:25,Nairobi,18-24 years,Employed (Full-time),Business/Entrepreneurship,"20,000-50,000",No,1,Retirement planning,Limited funds,Frequently (Weekly or Monthly),Banks/Financial Institutions,Yes,"Personalized investment advice, Budgeting and expense tracking, Real-time financial tips, Integration with my existing financial accounts",Availability of expert human support if needed,Very comfortable,Data privacy and security,A free training ,"This is a great survey, I'm optimistic it will be helpful in developing on the development of the financial advice bot "
2/26/2025 7:32,Gambogi,25-40 years,Self-Employed,Salary/Wages,"20,000-50,000",Yes,5,Investment opportunities,Limited access to financial advisors,Rarely (Only when needed),"Mobile Money Services (e.g., M-Pesa)",Yes,Personalized investment advice,"Strong data privacy and security policies, Accurate and reliable financial advice",Somewhat Comfortable,"Ease of understanding responses, Trust in automated financial advice",How to spend money ,Data privacy and AI hallucinations should be of key priority.
2/28/2025 22:30,Narok,41-60 years,Employed (Full-time),Salary/Wages,"Less than 20,000",No,4,Investment opportunities,Lack of funds,Frequently (Weekly or Monthly),"Investment Firms, Online Financial Platforms, Family/Friends/Informal Groups",Yes,Integration with my existing financial accounts,Availability of expert human support if needed,Very comfortable,Data privacy and security,"1.	Personalized Financial Planning: 
Ability to create tailored financial plans based on individual user profiles, goals, risk tolerance, and financial situations.
Integration with user financial accounts to provide real-time insights and personalized advice.
2.	Comprehensive Investment Guidance:
In-depth analysis of various investment options, including stocks, bonds, mutual funds, and ETFs, with market trends and performance data.
Suggestions for asset allocation based on personal risk assessment and financial objectives.
3.	Goal-Based Financial Analytics:
Features that allow users to set specific financial goals (e.g., retirement, education savings, home purchase) and track their progress over time.
Visual tools, such as charts and graphs, to help illustrate progress toward these goals.

4.	Tax Optimization Strategies:
Advice on tax-efficient investment strategies and tax-saving options, including contributions to retirement accounts and tax credits.
Alerts for tax deadlines and reminders for necessary documentation.

5.	Education and Resources:
Access to informative articles, tutorials, and videos covering a wide range of financial topics, from budgeting to investing and retirement planning.
Interactive quizzes or assessments that help users learn more about their financial literacy.



6.	AI-Powered Market Analysis:
Real-time market analysis and forecasts driven by AI algorithms, helping users make informed investment decisions.
Alerts for significant market events or trends that might impact user portfolios.

7.	Integration with Financial Tools:
Seamless integration with budgeting apps, retirement planners, and other financial management tools.
Compatibility with various financial institutions for easy data sharing and updates.

8.	Regulatory and Compliance Updates:
Regular updates on changes in regulations, fiscal policies, tax administration laws, and any impacts they may have on personal finance and investment strategies.
Alerts for critical changes that users need to be aware of for their financial planning.

9.	Mental Wellness Integration:
Support for financial wellness and stress management, offering resources and advice on the emotional aspects of financial decision-making.
Modules on the relationship between mental well-being and personal finance, including coping strategies for financial stress.

10.	User Feedback Mechanism:
A system for users to provide feedback on chatbot responses to improve the quality and relevance of future interactions.
Ability for users to rate responses and suggest topics of interest.
",Thanks 
2/27/2025 20:26,Vihiga ,25-40 years,Student,Business/Entrepreneurship,"Less than 20,000",Yes,3,To leave well. ,Limited access to financial advisors,Never,Family/Friends/Informal Groups,Yes,Multilingual support,Strong data privacy and security policies,Very comfortable,Trust in automated financial advice,Financial opportunities ,No
2/27/2025 14:35,Uganda ,25-40 years,Employed (Full-time),Family Support,"100,001 and above",No,3,Saving for education,"Limited access to financial advisors, High cost of advisory services",Rarely (Only when needed),None,Yes,"Personalized investment advice, Real-time financial tips, Multilingual support",Accurate and reliable financial advice,Very comfortable,Data privacy and security,Privacy and security is what I would want guaranteed ,None 
2/25/2025 15:15,Nairobi,41-60 years,Student,Salary/Wages,"100,001 and above",No,3,Buying a home,Lack of trust in financial advisors,Rarely (Only when needed),Family/Friends/Informal Groups,Yes,"Personalized investment advice, Budgeting and expense tracking, Real-time financial tips","Easy-to-use and intuitive interface, Availability of expert human support if needed",Very comfortable,Data privacy and security,On saving and how to get capital for business,Ai can help you meet your financial expectations when you use ot
2/25/2025 15:59,Kitale,25-40 years,Employed (Part-time),Business/Entrepreneurship,"50,001-100,000",Yes,3,"Buying a home, Retirement planning, Investment opportunities",Limited access to financial advisors,Rarely (Only when needed),None,Yes,Budgeting and expense tracking,"Strong data privacy and security policies, Accurate and reliable financial advice, Easy-to-use and intuitive interface, Availability of expert human support if needed",Somewhat Comfortable,Data privacy and security,How to create multiple sources of income ,Let the financial advisory be affordable 
2/25/2025 15:43,Nairobi,25-40 years,Employed (Full-time),Salary/Wages,Prefer not to say,Yes,4,Investment opportunities,"Lack of financial knowledge, Limited access to financial advisors",Rarely (Only when needed),"Banks/Financial Institutions, Mobile Money Services (e.g., M-Pesa), Family/Friends/Informal Groups",Yes,Personalized investment advice,Accurate and reliable financial advice,Very comfortable,"Accuracy of information, Data privacy and security, Ease of understanding responses, Trust in automated financial advice",Financial adv,No
2/26/2025 21:18,Nairobi,25-40 years,Employed (Full-time),Salary/Wages,"20,000-50,000",No,2,Retirement planning,Limited access to financial advisors,Frequently (Weekly or Monthly),"Mobile Money Services (e.g., M-Pesa)",Yes,"Personalized investment advice, Budgeting and expense tracking","Strong data privacy and security policies, Accurate and reliable financial advice",Somewhat Comfortable,Ease of understanding responses,Livestock farming business,How to avoid many loans as a way of getting capital
2/25/2025 22:26,Kakamega ,25-40 years,Employed (Full-time),Salary/Wages,"50,001-100,000",No,5,Saving for education,Limited access to financial advisors,Rarely (Only when needed),"Mobile Money Services (e.g., M-Pesa)",Yes,Budgeting and expense tracking,Accurate and reliable financial advice,Somewhat Comfortable,"Data privacy and security, Ease of understanding responses, Trust in automated financial advice",Money lending services geared towards achieving specific goal.,None
2/25/2025 20:29,Nairobi,25-40 years,Self-Employed,Salary/Wages,"100,001 and above",No,4,"Saving for education, Retirement planning, Investment opportunities",Limited access to financial advisors,Rarely (Only when needed),None,Yes,Real-time financial tips,"Strong data privacy and security policies, Accurate and reliable financial advice, Easy-to-use and intuitive interface, Availability of expert human support if needed",Somewhat Comfortable,"Accuracy of information, Data privacy and security",Investment ideas.,Safety  of my money
2/28/2025 13:06,Kisumu,25-40 years,Unemployed,Business/Entrepreneurship,Prefer not to say,Yes,4,Investment opportunities,Lack of financial knowledge,Rarely (Only when needed),Family/Friends/Informal Groups,Yes,"Personalized investment advice, Budgeting and expense tracking, Real-time financial tips, Multilingual support, Integration with my existing financial accounts","Strong data privacy and security policies, Accurate and reliable financial advice",Somewhat Comfortable,"Accuracy of information, Data privacy and security, Trust in automated financial advice",Giving of Living examples ,I have my own financial formula I'd like to incorporate with you to program a financial app
2/28/2025 12:17,Nairobi,25-40 years,Employed (Full-time),Salary/Wages,"20,000-50,000",No,3,Retirement planning,Lack of capital for livestock farming,Rarely (Only when needed),"Mobile Money Services (e.g., M-Pesa), None",Yes,"Personalized investment advice, Budgeting and expense tracking","Strong data privacy and security policies, Accurate and reliable financial advice",Very comfortable,Data privacy and security,Evidence based recommendations ,No
3/1/2025 12:05,Kitale,25-40 years,Employed (Full-time),Salary/Wages,Prefer not to say,Yes,4,"Buying a home, Retirement planning, Investment opportunities, Managing debt",Lack of trust in financial advisors,Never,"Insurance Companies, Online Financial Platforms",Yes,"Personalized investment advice, Real-time financial tips, Integration with my existing financial accounts",Accurate and reliable financial advice,Somewhat Comfortable,Data privacy and security,confidentiality,None
2/27/2025 14:03,Nairobi,18-24 years,Employed (Part-time),"Investments (Stocks, Real Estate, etc.)","100,001 and above",No,3,Investment opportunities,High cost of advisory services,Rarely (Only when needed),Online Financial Platforms,No,Personalized investment advice,"Strong data privacy and security policies, Accurate and reliable financial advice, Easy-to-use and intuitive interface, Availability of expert human support if needed",Very comfortable,Data privacy and security,Open,How is data privacy important and plans to achieve it
2/28/2025 20:20,Uganda,25-40 years,Self-Employed,Business/Entrepreneurship,"100,001 and above",Yes,3,Investment opportunities,Lack of financial knowledge,Rarely (Only when needed),Family/Friends/Informal Groups,No,"Personalized investment advice, Budgeting and expense tracking, Integration with my existing financial accounts",Strong data privacy and security policies,Somewhat Comfortable,Accuracy of information,None ,Reduce costs on AI related apps 
3/2/2025 19:37,Kisumu,25-40 years,Employed (Full-time),Family Support,"20,000-50,000",Yes,4,Investment opportunities,Limited access to financial advisors,Rarely (Only when needed),Online Financial Platforms,Yes,"Personalized investment advice, Budgeting and expense tracking, Real-time financial tips, Integration with my existing financial accounts",Easy-to-use and intuitive interface,Somewhat Comfortable,"Data privacy and security, Trust in automated financial advice",Evidence based recommendations ,Financial knowledge and information is most welcome 
2/27/2025 20:20,Nairobi,25-40 years,Self-Employed,Salary/Wages,"20,000-50,000",No,5,Investment opportunities,Lack of financial knowledge,Rarely (Only when needed),Family/Friends/Informal Groups,Yes,Personalized investment advice,Accurate and reliable financial advice,Somewhat Comfortable,"Accuracy of information, Data privacy and security, Ease of understanding responses, Trust in automated financial advice",Capability of creating reminders,None
3/4/2025 4:59,Nairobi,25-40 years,Student,Family Support,"20,000-50,000",No,5,"Investment opportunities, Managing debt",Lack of financial knowledge,Frequently (Weekly or Monthly),"Mobile Money Services (e.g., M-Pesa), Family/Friends/Informal Groups",Yes,"Personalized investment advice, Budgeting and expense tracking, Real-time financial tips, Multilingual support","Accurate and reliable financial advice, Easy-to-use and intuitive interface",Somewhat Comfortable,Data privacy and security,None,Safety  of my money
2/25/2025 19:57,Nairobi,41-60 years,Employed (Full-time),Business/Entrepreneurship,Prefer not to say,Yes,2,"Retirement planning, Investment opportunities, Managing debt",Insufficient cash flow,Rarely (Only when needed),"Mobile Money Services (e.g., M-Pesa)",Yes,Real-time financial tips,Easy-to-use and intuitive interface,Very comfortable,"Data privacy and security, Trust in automated financial advice",Immediate response ,Let the financial advisory be affordable 
2/28/2025 22:34,Nairobi,18-24 years,Unemployed,Salary/Wages,"Less than 20,000",No,3,Retirement planning,"High cost of advisory services, Lack of trust in financial advisors",Never,"Mobile Money Services (e.g., M-Pesa)",Yes,"Personalized investment advice, Real-time financial tips, Multilingual support",Strong data privacy and security policies,Very comfortable,Accuracy of information,Forecasting,No
2/25/2025 17:26,Nairobi,25-40 years,Retired,Salary/Wages,"Less than 20,000",No,2,"Saving for education, Buying a home, Retirement planning, Investment opportunities, Managing debt","Lack of financial knowledge, Limited access to financial advisors",Rarely (Only when needed),Investment Firms,Yes,"Personalized investment advice, Budgeting and expense tracking, Real-time financial tips",Accurate and reliable financial advice,Not comfortable,"Accuracy of information, Data privacy and security, Ease of understanding responses, Trust in automated financial advice",None,When is the AI coming up though 
2/27/2025 16:30,Rongo,25-40 years,Employed (Full-time),Salary/Wages,"100,001 and above",No,3,"Retirement planning, Investment opportunities, Managing debt",Lack of financial knowledge,Frequently (Weekly or Monthly),"Mobile Money Services (e.g., M-Pesa)",Yes,"Personalized investment advice, Budgeting and expense tracking, Real-time financial tips",Availability of expert human support if needed,Very comfortable,Data privacy and security,How to improve financially,No
3/2/2025 18:25,Nairobi,41-60 years,Unemployed,Salary/Wages,"20,000-50,000",No,4,Investment opportunities,"Lack of financial knowledge, Lack of trust in financial advisors",Frequently (Weekly or Monthly),Investment Firms,Yes,Personalized investment advice,Availability of expert human support if needed,Very comfortable,Data privacy and security,Timely financial prompts when investment opportunities are available.,None 
2/28/2025 12:54,Nairobi,25-40 years,Student,Salary/Wages,"100,001 and above",No,3,Oii,Lack of trust in financial advisors,Rarely (Only when needed),"Mobile Money Services (e.g., M-Pesa), Family/Friends/Informal Groups",Yes,Personalized investment advice,Accurate and reliable financial advice,Very comfortable,Accuracy of information,None,Reduce costs on AI related apps 
2/27/2025 14:39,Kakamega,25-40 years,Employed (Part-time),Salary/Wages,"100,001 and above",No,3,Managing debt,Limited access to financial advisors,Never,Family/Friends/Informal Groups,Yes,"Personalized investment advice, Budgeting and expense tracking, Integration with my existing financial accounts","Strong data privacy and security policies, Easy-to-use and intuitive interface, Availability of expert human support if needed",Somewhat Comfortable,"Accuracy of information, Data privacy and security",Invitations for physical CMEs and consultancies ,No comment 
2/25/2025 15:19,Nairobi,25-40 years,Employed (Full-time),Salary/Wages,"Less than 20,000",No,5,Investment opportunities,Lack of financial knowledge,Frequently (Weekly or Monthly),"Insurance Companies, Mobile Money Services (e.g., M-Pesa)",Yes,"Personalized investment advice, Budgeting and expense tracking, Real-time financial tips, Multilingual support, Integration with my existing financial accounts, ","Accurate and reliable financial advice, Easy-to-use and intuitive interface",Very comfortable,Accuracy of information,Learn how to invest and grow the money I have ,No.
3/1/2025 18:17,Kiambu,25-40 years,Unemployed,Salary/Wages,"20,000-50,000",Yes,4,Investment opportunities,Lack of trust in financial advisors,Frequently (Weekly or Monthly),"Banks/Financial Institutions, Mobile Money Services (e.g., M-Pesa)",Yes,"Personalized investment advice, Budgeting and expense tracking, Real-time financial tips, Multilingual support, Integration with my existing financial accounts, ",Easy-to-use and intuitive interface,Not comfortable,Data privacy and security,A planner sort of budgetary tool.,Good luck. 
2/28/2025 12:25,Nairobi,25-40 years,Self-Employed,Salary/Wages,"50,001-100,000",Yes,5,"Retirement planning, Investment opportunities, Managing debt",Lack of financial knowledge,Never,"Banks/Financial Institutions, Insurance Companies, Investment Firms, Mobile Money Services (e.g., M-Pesa), Family/Friends/Informal Groups",Yes,Personalized investment advice,Availability of expert human support if needed,Very comfortable,"Accuracy of information, Data privacy and security, Ease of understanding responses, Trust in automated financial advice",Per issue advice ,No
3/1/2025 10:11,Vihiga,25-40 years,Student,Salary/Wages,"50,001-100,000",Yes,3,"Investment opportunities, Managing debt",Limited access to financial advisors,Never,Family/Friends/Informal Groups,Yes,Multilingual support,Strong data privacy and security policies,Very comfortable,"Accuracy of information, Data privacy and security, Ease of understanding responses, Trust in automated financial advice",Relevant information and knowledge ,"A crucial feature for the adoption of the financial advisory chatbot would be its seamless ability to escalate complex questions or sensitive topics to a qualified human advisor.  Users need assurance that they can easily connect with a financial expert when faced with intricate financial decisions or when the chatbot cannot provide adequate information.  This feature ensures that users feel supported and valued, fostering trust and confidence in the chatbot's assistance while allowing them to access personalized advice when necessary. Without this option, users may hesitate to fully engage with the chatbot, fearing potential information gaps or inadequate responses for significant financial matters."
3/1/2025 20:03,Nairobi,25-40 years,Self-Employed,Salary/Wages,"50,001-100,000",No,3,Saving for education,"Limited access to financial advisors, Lack of trust in financial advisors",Never,"Mobile Money Services (e.g., M-Pesa), Family/Friends/Informal Groups",Yes,Budgeting and expense tracking,"Strong data privacy and security policies, Accurate and reliable financial advice, Easy-to-use and intuitive interface, Availability of expert human support if needed",Very comfortable,"Accuracy of information, Data privacy and security, Ease of understanding responses, Trust in automated financial advice",None ,None
2/28/2025 12:11,Uganda,25-40 years,Retired,Family Support,"20,000-50,000",Yes,4,Investment opportunities,Limited access to financial advisors,Frequently (Weekly or Monthly),"Banks/Financial Institutions, Investment Firms, Mobile Money Services (e.g., M-Pesa)",Yes,"Personalized investment advice, Budgeting and expense tracking",Strong data privacy and security policies,Somewhat Comfortable,"Ease of understanding responses, Trust in automated financial advice",Voice feature,None
3/2/2025 13:06,Nairobi,25-40 years,Employed (Full-time),Salary/Wages,"20,000-50,000",Yes,4,Investment opportunities,Lack of capital ,Rarely (Only when needed),"Mobile Money Services (e.g., M-Pesa), Family/Friends/Informal Groups",Yes,"Personalized investment advice, Budgeting and expense tracking, Real-time financial tips","Strong data privacy and security policies, Accurate and reliable financial advice, Easy-to-use and intuitive interface",Very comfortable,Accuracy of information,Evidence based recommendations ,None right now
2/25/2025 14:18,Kapenguria,25-40 years,Employed (Full-time),Salary/Wages,"Less than 20,000",No,3,Investment opportunities,Many responsibilities ,Never,"Mobile Money Services (e.g., M-Pesa), Family/Friends/Informal Groups",Yes,"Personalized investment advice, Budgeting and expense tracking","Strong data privacy and security policies, Easy-to-use and intuitive interface, Availability of expert human support if needed",Somewhat Comfortable,"Data privacy and security, Trust in automated financial advice",More advice on planning and risk identification ,Thanks 
2/28/2025 22:22,Nairobi,25-40 years,Employed (Part-time),Salary/Wages,"100,001 and above",No,3,Investment opportunities,"Lack of financial knowledge, Limited access to financial advisors, High cost of advisory services, Lack of trust in financial advisors",Rarely (Only when needed),"Insurance Companies, Mobile Money Services (e.g., M-Pesa)",No,"Personalized investment advice, Budgeting and expense tracking, Real-time financial tips","Strong data privacy and security policies, Accurate and reliable financial advice",Very comfortable,Data privacy and security,Per issue advice ,"If this is something that's getting done, I'd love to try out the beta phase of this project"
2/28/2025 18:14,Nairobi,25-40 years,Employed (Full-time),Family Support,"100,001 and above",No,4,Investment opportunities,Lack of trust in financial advisors,Frequently (Weekly or Monthly),Banks/Financial Institutions,Yes,Personalized investment advice,"Strong data privacy and security policies, Accurate and reliable financial advice, Easy-to-use and intuitive interface",Somewhat Comfortable,Data privacy and security,More advice on planning and risk identification ,Its trusted 
3/2/2025 18:25,Machakos,25-40 years,Employed (Full-time),Salary/Wages,"100,001 and above",Yes,5,Investment opportunities,"Limited access to financial advisors, Lack of trust in financial advisors",Rarely (Only when needed),Family/Friends/Informal Groups,Yes,"Personalized investment advice, Budgeting and expense tracking, Real-time financial tips, Integration with my existing financial accounts","Strong data privacy and security policies, Availability of expert human support if needed",Somewhat Comfortable,Accuracy of information,A link to a human financial advisor interaction.,None
2/25/2025 21:13,Nairobi,25-40 years,Employed (Full-time),Family Support,"20,000-50,000",No,4,Investment opportunities,Lack of trust in financial advisors,Rarely (Only when needed),"Banks/Financial Institutions, Mobile Money Services (e.g., M-Pesa), Online Financial Platforms",Yes,"Personalized investment advice, Budgeting and expense tracking, Real-time financial tips",Availability of expert human support if needed,Somewhat Comfortable,Trust in automated financial advice,Per issue advice ,None
2/28/2025 12:25,Kirinyaga,41-60 years,Self-Employed,Salary/Wages,"20,000-50,000",No,3,Retirement planning,"Lack of financial knowledge, Lack of trust in financial advisors",Rarely (Only when needed),"Banks/Financial Institutions, Insurance Companies, Investment Firms, Mobile Money Services (e.g., M-Pesa), Online Financial Platforms, Family/Friends/Informal Groups",Yes,Personalized investment advice,"Strong data privacy and security policies, Accurate and reliable financial advice, Easy-to-use and intuitive interface, Availability of expert human support if needed",Very comfortable,"Accuracy of information, Data privacy and security, Ease of understanding responses, Trust in automated financial advice",confidentiality,No
2/25/2025 17:40,Nairobi,25-40 years,Unemployed,Salary/Wages,"50,001-100,000",Yes,4,Retirement planning,Lack of financial knowledge,Rarely (Only when needed),None,Yes,Personalized investment advice,"Strong data privacy and security policies, Accurate and reliable financial advice, Easy-to-use and intuitive interface",Very comfortable,Accuracy of information,Follow up on the efficiency of the advice give ,No
2/28/2025 22:48,Uganda,25-40 years,Self-Employed,Salary/Wages,"Less than 20,000",No,4,Saving for education,High cost of advisory services,Never,"Banks/Financial Institutions, Investment Firms, Mobile Money Services (e.g., M-Pesa)",Yes,"Budgeting and expense tracking, Real-time financial tips","Strong data privacy and security policies, Accurate and reliable financial advice, Easy-to-use and intuitive interface, Availability of expert human support if needed",Somewhat Comfortable,"Accuracy of information, Data privacy and security, Ease of understanding responses, Trust in automated financial advice",How to spend money ,More investment plans 
2/27/2025 20:25,Nairobi,25-40 years,Self-Employed,Business/Entrepreneurship,"100,001 and above",No,3,Investment opportunities,Lack of financial knowledge,Frequently (Weekly or Monthly),"Mobile Money Services (e.g., M-Pesa)",Yes,"Personalized investment advice, Budgeting and expense tracking, Integration with my existing financial accounts",Accurate and reliable financial advice,Somewhat Comfortable,Accuracy of information,"1.	Personalized Financial Planning: 
Ability to create tailored financial plans based on individual user profiles, goals, risk tolerance, and financial situations.
Integration with user financial accounts to provide real-time insights and personalized advice.
2.	Comprehensive Investment Guidance:
In-depth analysis of various investment options, including stocks, bonds, mutual funds, and ETFs, with market trends and performance data.
Suggestions for asset allocation based on personal risk assessment and financial objectives.
3.	Goal-Based Financial Analytics:
Features that allow users to set specific financial goals (e.g., retirement, education savings, home purchase) and track their progress over time.
Visual tools, such as charts and graphs, to help illustrate progress toward these goals.

4.	Tax Optimization Strategies:
Advice on tax-efficient investment strategies and tax-saving options, including contributions to retirement accounts and tax credits.
Alerts for tax deadlines and reminders for necessary documentation.

5.	Education and Resources:
Access to informative articles, tutorials, and videos covering a wide range of financial topics, from budgeting to investing and retirement planning.
Interactive quizzes or assessments that help users learn more about their financial literacy.



6.	AI-Powered Market Analysis:
Real-time market analysis and forecasts driven by AI algorithms, helping users make informed investment decisions.
Alerts for significant market events or trends that might impact user portfolios.

7.	Integration with Financial Tools:
Seamless integration with budgeting apps, retirement planners, and other financial management tools.
Compatibility with various financial institutions for easy data sharing and updates.

8.	Regulatory and Compliance Updates:
Regular updates on changes in regulations, fiscal policies, tax administration laws, and any impacts they may have on personal finance and investment strategies.
Alerts for critical changes that users need to be aware of for their financial planning.

9.	Mental Wellness Integration:
Support for financial wellness and stress management, offering resources and advice on the emotional aspects of financial decision-making.
Modules on the relationship between mental well-being and personal finance, including coping strategies for financial stress.

10.	User Feedback Mechanism:
A system for users to provide feedback on chatbot responses to improve the quality and relevance of future interactions.
Ability for users to rate responses and suggest topics of interest.
",Soft loans
3/1/2025 11:07,Malaba ,25-40 years,Employed (Full-time),Business/Entrepreneurship,"20,000-50,000",Yes,3,Investment opportunities,"Limited access to financial advisors, High cost of advisory services",Rarely (Only when needed),"Banks/Financial Institutions, Investment Firms, Mobile Money Services (e.g., M-Pesa)",Yes,"Personalized investment advice, Real-time financial tips, Multilingual support","Strong data privacy and security policies, Accurate and reliable financial advice, Availability of expert human support if needed",Very comfortable,Ease of understanding responses,Risk assessment for each portfolio of investment ,An advisory chatbot would come in handy in contemporary finance 
2/28/2025 22:34,Uganda,25-40 years,Employed (Full-time),Family Support,"Less than 20,000",No,4,"Retirement planning, Managing debt",Limited access to financial advisors,Rarely (Only when needed),"Mobile Money Services (e.g., M-Pesa), Family/Friends/Informal Groups",Yes,"Personalized investment advice, Budgeting and expense tracking, Real-time financial tips, Multilingual support, Integration with my existing financial accounts, ","Strong data privacy and security policies, Accurate and reliable financial advice",Very comfortable,"Data privacy and security, Trust in automated financial advice",Retraceable/Retrievable,This is a good Idea I hope it works out 
2/27/2025 18:20,Kisumu,25-40 years,Employed (Full-time),Family Support,"20,000-50,000",Yes,3,Investment opportunities,Limited access to financial advisors,Rarely (Only when needed),Family/Friends/Informal Groups,Yes,Personalized investment advice,"Strong data privacy and security policies, Accurate and reliable financial advice, Availability of expert human support if needed",Very comfortable,Accuracy of information,Real time investment opportunities as well as continuous support ,None 
3/4/2025 11:56,Kitale,41-60 years,Self-Employed,Salary/Wages,"20,000-50,000",Yes,4,Saving for education,Limited access to financial advisors,Rarely (Only when needed),"Banks/Financial Institutions, Insurance Companies, Investment Firms",Yes,Real-time financial tips,"Strong data privacy and security policies, Accurate and reliable financial advice, Availability of expert human support if needed",Somewhat Comfortable,Accuracy of information,More advice on planning and risk identification ,None right now
3/1/2025 12:38,Nairobi,25-40 years,Employed (Full-time),Salary/Wages,"Less than 20,000",No,3,Investment opportunities,Lack of trust in financial advisors,Never,Investment Firms,Yes,"Personalized investment advice, Budgeting and expense tracking, Integration with my existing financial accounts",Strong data privacy and security policies,Very comfortable,Data privacy and security,Evidence based recommendations ,Succeed in investing
2/25/2025 19:02,Uganda ,25-40 years,Employed (Full-time),Family Support,"20,000-50,000",No,3,"Retirement planning, Investment opportunities",High cost of advisory services,Rarely (Only when needed),"Online Financial Platforms, Family/Friends/Informal Groups",Yes,Budgeting and expense tracking,"Accurate and reliable financial advice, Easy-to-use and intuitive interface",Very comfortable,Trust in automated financial advice,Testimonials,You should be able to suggest real time job opportunities around me
3/2/2025 18:31,Kisumu,25-40 years,Employed (Full-time),Salary/Wages,Prefer not to say,Yes,3,"Saving for education, Retirement planning, Investment opportunities",Lack of financial knowledge,Rarely (Only when needed),"Mobile Money Services (e.g., M-Pesa)",Yes,"Budgeting and expense tracking, Integration with my existing financial accounts","Strong data privacy and security policies, Accurate and reliable financial advice, Easy-to-use and intuitive interface, Availability of expert human support if needed",Somewhat Comfortable,"Accuracy of information, Data privacy and security",Integration with different operating systems,This would be a good AI powered chatbot
3/2/2025 18:31,Kakamega ,25-40 years,Unemployed,Salary/Wages,"100,001 and above",No,3,Saving for education,Lack of financial knowledge,Rarely (Only when needed),Insurance Companies,Yes,"Personalized investment advice, Budgeting and expense tracking, Real-time financial tips, Multilingual support, Integration with my existing financial accounts, ","Strong data privacy and security policies, Accurate and reliable financial advice, Easy-to-use and intuitive interface, Availability of expert human support if needed",Very comfortable,"Accuracy of information, Data privacy and security, Ease of understanding responses, Trust in automated financial advice",None from my end,You should be able to suggest real time job opportunities around me
